N,lr,sr,set_n,KL,entropy
400,0.85,0.8,1,0.3690486341645944,4.744327099209878
400,0.85,0.8,1,3.0806075230385046,4.984636691926797
400,0.85,0.8,1,0.6411885201806775,4.758610304786981
400,0.85,0.8,1,1.72470269925469,4.833751727438816
400,0.85,0.8,1,0.05863851950379938,4.60806625245562
400,0.85,0.8,1,0.12846714093316713,4.647134589212896
400,0.85,0.8,1,0.20508089408446029,4.687880895927479
400,0.85,0.8,1,0.25876737699160757,4.6143951622654775
400,0.85,0.8,1,0.5181881064547795,4.803135360055472
400,0.85,0.8,1,0.4396002550979069,4.791459156057204
400,0.85,0.8,1,0.11373675942619223,4.639052286353009
400,0.85,0.8,1,0.6132758104849455,4.795265290943971
400,0.85,0.8,1,0.10320988575902805,4.7087499803419695
400,0.85,0.8,1,0.19180132367143063,4.716644127000022
400,0.85,0.8,1,0.19929167693737773,4.761583765783199
400,0.85,0.8,1,0.022714914750892233,4.597497678760758
400,0.85,0.8,1,1.077862746710902,4.908006301363287
400,0.85,0.8,1,0.14993087654441592,4.699077841878811
400,0.85,0.8,1,0.0012861220380918654,4.493098541616441
400,0.85,0.8,1,0.2567840233757042,4.6373115147272195
400,0.85,0.8,1,0.020429620768924787,4.652496052579318
400,0.85,0.8,1,0.6275145610683712,4.789180918388654
400,0.85,0.8,1,0.33664918058612636,4.7427241413269225
400,0.85,0.8,1,1.1523051910443565,4.850644497556078
400,0.85,0.8,1,0.09690744393854236,4.711803566737414
400,0.85,0.8,1,1.055231254464006,4.864447727789417
400,0.85,0.8,1,1.4655795860749379,4.978384905643738
400,0.85,0.8,1,0.11624459767417156,4.538222577799202
400,0.85,0.8,1,0.8656899923648829,4.809663363952714
400,0.85,0.8,1,0.8573624869614516,4.7704659628031045
400,0.85,0.8,1,0.5119157267176153,4.819728383085901
400,0.85,0.8,1,0.031758379438105604,4.557683418371873
400,0.85,0.8,1,1.6708333155654027,4.979327771104845
400,0.85,0.8,1,2.208840973897483,4.999357644809956
